id,setId,number,name,set_code,set_name,rarity,color,type,slug,hp,stage,prew_stage_name,attack,ability,text,weakness,retreat,rule
A2-043,A2,43,Lumineon,A2,Space-Time Smackdown,Uncommon,Water,Pokemon,a2-43-lumineon,90,Stage 1,Finneon,"[{""info"": ""{W} Waterfall 50"", ""effect"": """"}]",[],"With its shining light, it lures its prey close.<br />However, the light also happens to attract<br />ferocious fish Pokémon—its natural predators.",Lightning,1,
A2-044,A2,44,Snover,A2,Space-Time Smackdown,Common,Water,Pokemon,a2-44-snover,70,Basic,,"[{""info"": ""{W} Ice Shard 10+"", ""effect"": ""If your opponent's Active Pok\u00e9mon is a {F} Pok\u00e9mon, this attack does 30 more damage.""}]",[],"During cold seasons, it migrates to the<br />mountain’s lower reaches. It returns to the<br />snow-covered summit in the spring.",Metal,2,
A2-045,A2,45,Abomasnow,A2,Space-Time Smackdown,Uncommon,Water,Pokemon,a2-45-abomasnow,140,Stage 1,Snover,"[{""info"": ""{WWWC} Frost Breath 120"", ""effect"": """"}]",[],It lives a quiet life on mountains that are<br />perpetually covered in snow. It hides itself<br />by whipping up blizzards.,Metal,4,
A2-046,A2,46,Glaceon,A2,Space-Time Smackdown,Rare,Water,Pokemon,a2-46-glaceon,90,Stage 1,Eevee,"[{""info"": ""{WW} Ice Beam 60"", ""effect"": ""Flip a coin. If heads, your opponent's Active Pok\u00e9mon is now Paralyzed.""}]",[],"It can control its body temperature at will.<br />This enables it to freeze the moisture in the<br />atmosphere, creating flurries of diamond dust.",Metal,1,
A2-047,A2,47,Wash Rotom,A2,Space-Time Smackdown,Common,Water,Pokemon,a2-47-wash-rotom,80,Basic,,"[{""info"": ""{W} Wave Splash 30"", ""effect"": """"}]",[],This Rotom has entered a washing machine.<br />It nods with satisfaction after it floods the<br />surrounding area.,Lightning,2,
A2-048,A2,48,Frost Rotom,A2,Space-Time Smackdown,Common,Water,Pokemon,a2-48-frost-rotom,80,Basic,,"[{""info"": ""{WW} Blizzard 30"", ""effect"": ""This attack also does 10 damage to each of your opponent's Benched Pok\u00e9mon.""}]",[],This Rotom has entered a refrigerator. It leaps<br />around gleefully after it uses cold air to freeze<br />the area around it.,Metal,1,
A2-049,A2,49,Palkia ex,A2,Space-Time Smackdown,Double Rare,Water,Pokemon,a2-49-palkia-ex,150,Basic,,"[{""info"": ""{W} Slash 30"", ""effect"": """"}, {""info"": ""{WWWC} Dimensional Storm 150"", ""effect"": ""Discard 3 {W} Energy from this Pok\u00e9mon. This attack also does 20 damage to each of your opponent's Benched Pok\u00e9mon.""}]",[],,Lightning,2,"When your Pokémon ex is Knocked Out, your opponent gets 2 points."
A2-050,A2,50,Manaphy,A2,Space-Time Smackdown,Uncommon,Water,Pokemon,a2-50-manaphy,50,Basic,,"[{""info"": ""{W} Oceanic Gift"", ""effect"": ""Choose 2 of your Benched Pok\u00e9mon. For each of those Pok\u00e9mon, take a {W} Energy from your Energy Zone and attach it to that Pok\u00e9mon.""}]",[],It is born with a wondrous power that lets it bond<br />with any kind of Pokémon.,Lightning,1,
A2-051,A2,51,Magnemite,A2,Space-Time Smackdown,Common,Lightning,Pokemon,a2-51-magnemite,60,Basic,,"[{""info"": ""{C} Ram 10"", ""effect"": """"}]",[],"The electromagnetic waves emitted by the units<br />at the sides of its head expel antigravity, which<br />allows it to float.",Fighting,1,
A2-052,A2,52,Magneton,A2,Space-Time Smackdown,Uncommon,Lightning,Pokemon,a2-52-magneton,80,Stage 1,Magnemite,"[{""info"": ""{LL} Lightning Ball 50"", ""effect"": """"}]",[],Three Magnemite are linked by a strong magnetic<br />force. Earaches will occur if you get too close.,Fighting,1,
A2-053,A2,53,Magnezone,A2,Space-Time Smackdown,Rare,Lightning,Pokemon,a2-53-magnezone,140,Stage 2,Magneton,"[{""info"": ""{LCC} Thunder Blast 110"", ""effect"": ""Discard a {L} Energy from this Pok\u00e9mon.""}]",[],"As it zooms through the sky, this Pokémon seems<br />to be receiving signals of unknown origin while<br />transmitting signals of unknown purpose.",Fighting,2,
A2-054,A2,54,Voltorb,A2,Space-Time Smackdown,Common,Lightning,Pokemon,a2-54-voltorb,60,Basic,,"[{""info"": ""{L} Big Explosion 30"", ""effect"": ""This Pok\u00e9mon also does 10 damage to itself.""}]",[],"It rolls to move. If the ground is uneven, a sudden<br />jolt from hitting a bump can cause it to explode.",Fighting,1,
A2-055,A2,55,Electrode,A2,Space-Time Smackdown,Uncommon,Lightning,Pokemon,a2-55-electrode,80,Stage 1,Voltorb,"[{""info"": ""{L} Rolling Attack 50"", ""effect"": """"}]",[],"The more energy it charges up, the faster<br />it gets. But this also makes it more likely<br />to explode.",Fighting,1,
A2-056,A2,56,Electabuzz,A2,Space-Time Smackdown,Common,Lightning,Pokemon,a2-56-electabuzz,80,Basic,,"[{""info"": ""{L} Charge"", ""effect"": ""Take a {L} Energy from your Energy Zone and attach it to this Pok\u00e9mon.""}]",[],Many power plants keep Ground-type Pokémon<br />around as a defense against Electabuzz that<br />come seeking electricity.,Fighting,2,
A2-057,A2,57,Electivire,A2,Space-Time Smackdown,Rare,Lightning,Pokemon,a2-57-electivire,120,Stage 1,Electabuzz,"[{""info"": ""{LL} Exciting Voltage 40+"", ""effect"": ""If this Pok\u00e9mon has at least 2 extra {L} Energy attached, this attack does 80 more damage.""}]",[],The amount of electrical energy this Pokémon<br />produces is proportional to the rate of its pulse.<br />The voltage jumps while Electivire is battling.,Fighting,3,
A2-058,A2,58,Shinx,A2,Space-Time Smackdown,Common,Lightning,Pokemon,a2-58-shinx,60,Basic,,"[{""info"": ""{L} Hide"", ""effect"": ""Flip a coin. If heads, during your opponent's next turn, prevent all damage from\u2014and effects of\u2014attacks done to this Pok\u00e9mon.""}]",[],The extension and contraction of its muscles<br />generates electricity. It glows when in trouble.,Fighting,1,
A2-059,A2,59,Luxio,A2,Space-Time Smackdown,Uncommon,Lightning,Pokemon,a2-59-luxio,90,Stage 1,Shinx,"[{""info"": ""{LC} Electric Claws 40"", ""effect"": """"}]",[],Strong electricity courses through the tips of<br />its sharp claws. A light scratch causes fainting<br />in foes.,Fighting,1,
A2-060,A2,60,Luxray,A2,Space-Time Smackdown,Rare,Lightning,Pokemon,a2-60-luxray,130,Stage 2,Luxio,"[{""info"": ""{LLL} Volt Bolt"", ""effect"": ""Discard all {L} Energy from this Pok\u00e9mon. This attack does 120 damage to 1 of your opponent's Pok\u00e9mon.""}]",[],It can see clearly through walls to track down its<br />prey and seek its lost young.,Fighting,0,
A2-061,A2,61,Pachirisu ex,A2,Space-Time Smackdown,Double Rare,Lightning,Pokemon,a2-61-pachirisu-ex,120,Basic,,"[{""info"": ""{LL} Sparking Gadget 40+"", ""effect"": ""If this Pok\u00e9mon has a Pok\u00e9mon Tool attached, this attack does 40 more damage.""}]",[],,Fighting,1,"When your Pokémon ex is Knocked Out, your opponent gets 2 points."
A2-062,A2,62,Rotom,A2,Space-Time Smackdown,Common,Lightning,Pokemon,a2-62-rotom,70,Basic,,"[{""info"": ""{C} Assault Laser 20+"", ""effect"": ""If your opponent's Active Pok\u00e9mon has a Pok\u00e9mon Tool attached, this attack does 30 more damage.""}]",[],Its electricity-like body can enter some kinds<br />of machines and take control in order to make<br />mischief.,Fighting,1,
A2-063,A2,63,Togepi,A2,Space-Time Smackdown,Common,Psychic,Pokemon,a2-63-togepi,50,Basic,,"[{""info"": ""{P} Pound 20"", ""effect"": """"}]",[],The shell seems to be filled with joy. It is said<br />that it will share good luck when treated kindly.,Metal,1,
A2-064,A2,64,Togetic,A2,Space-Time Smackdown,Uncommon,Psychic,Pokemon,a2-64-togetic,80,Stage 1,Togepi,"[{""info"": ""{P} Fairy Wind 40"", ""effect"": """"}]",[],"They say that it will appear before kindhearted,<br />caring people and shower them with happiness.",Metal,1,
A2-065,A2,65,Togekiss,A2,Space-Time Smackdown,Rare,Psychic,Pokemon,a2-65-togekiss,140,Stage 2,Togetic,"[{""info"": ""{PP} Overdrive Smash 60"", ""effect"": ""During your next turn, this Pok\u00e9mon's Overdrive Smash attack does +60 damage.""}]",[],"These Pokémon are never seen anywhere near<br />conflict or turmoil. In recent times, they’ve hardly<br />been seen at all.",Metal,1,
A2-066,A2,66,Misdreavus,A2,Space-Time Smackdown,Common,Psychic,Pokemon,a2-66-misdreavus,60,Basic,,"[{""info"": ""{P} Mumble 20"", ""effect"": """"}]",[],This Pokémon startles people in the middle of<br />the night. It gathers fear as its energy.,Darkness,1,
A2-067,A2,67,Mismagius ex,A2,Space-Time Smackdown,Double Rare,Psychic,Pokemon,a2-67-mismagius-ex,140,Stage 1,Misdreavus,"[{""info"": ""{PP} Magical Delusion 70"", ""effect"": ""Your opponent's Active Pok\u00e9mon is now Confused.""}]",[],,Darkness,1,"When your Pokémon ex is Knocked Out, your opponent gets 2 points."
A2-068,A2,68,Ralts,A2,Space-Time Smackdown,Common,Psychic,Pokemon,a2-68-ralts,60,Basic,,"[{""info"": ""{C} Teleport"", ""effect"": ""Switch this Pok\u00e9mon with 1 of your Benched Pok\u00e9mon.""}]",[],The horns on its head provide a strong power<br />that enables it to sense people’s emotions.,Darkness,1,
A2-069,A2,69,Kirlia,A2,Space-Time Smackdown,Common,Psychic,Pokemon,a2-69-kirlia,80,Stage 1,Ralts,"[{""info"": ""{C} Slap 20"", ""effect"": """"}]",[],It has a psychic power that enables it to distort<br />the space around it and see into the future.,Darkness,1,
A2-070,A2,70,Duskull,A2,Space-Time Smackdown,Common,Psychic,Pokemon,a2-70-duskull,60,Basic,,"[{""info"": ""{P} Will-O-Wisp 20"", ""effect"": """"}]",[],"If it finds bad children who won’t listen to their<br />parents, it will spirit them away—or so it’s said.",Darkness,1,
A2-071,A2,71,Dusclops,A2,Space-Time Smackdown,Uncommon,Psychic,Pokemon,a2-71-dusclops,90,Stage 1,Duskull,"[{""info"": ""{PCC} Psypunch 50"", ""effect"": """"}]",[],It seeks drifting will-o’-the-wisps and sucks them<br />into its empty body. What happens inside is<br />a mystery.,Darkness,2,
A2-072,A2,72,Dusknoir,A2,Space-Time Smackdown,Rare,Psychic,Pokemon,a2-72-dusknoir,130,Stage 2,Dusclops,"[{""info"": ""{PCC} Devour Soul 70"", ""effect"": """"}]","[{""info"": ""Shadow Void"", ""effect"": ""As often as you like during your turn, you may choose 1 of your Pok\u00e9mon that has damage on it, and move all of its damage to this Pok\u00e9mon.""}]","At the bidding of transmissions from the spirit<br />world, it steals people and Pokémon away.<br />No one knows whether it has a will of its own.",Darkness,2,
A2-073,A2,73,Drifloon,A2,Space-Time Smackdown,Common,Psychic,Pokemon,a2-73-drifloon,50,Basic,,"[{""info"": ""{P} Expand 10"", ""effect"": ""During your opponent's next turn, this Pok\u00e9mon takes \u221220 damage from attacks.""}]",[],It is whispered that any child who mistakes<br />Drifloon for a balloon and holds on to it could<br />wind up missing.,Lightning,1,
A2-074,A2,74,Drifblim,A2,Space-Time Smackdown,Uncommon,Psychic,Pokemon,a2-74-drifblim,100,Stage 1,Drifloon,"[{""info"": ""{PP} Balloon Strike 60"", ""effect"": """"}]",[],"Some say this Pokémon is a collection of souls<br />burdened with regrets, silently drifting through<br />the dusk.",Lightning,1,
A2-075,A2,75,Uxie,A2,Space-Time Smackdown,Uncommon,Psychic,Pokemon,a2-75-uxie,70,Basic,,"[{""info"": ""{P} Mind Boost 20"", ""effect"": ""Take a {P} Energy from your Energy Zone and attach it to Mesprit or Azelf.""}]",[],Known as “The Being of Knowledge.” It is said<br />that it can wipe out the memory of those who see<br />its eyes.,Darkness,1,
A2-076,A2,76,Mesprit,A2,Space-Time Smackdown,Rare,Psychic,Pokemon,a2-76-mesprit,70,Basic,,"[{""info"": ""{PPP} Supreme Blast 160"", ""effect"": ""You can use this attack only if you have Uxie and Azelf on your Bench. Discard all Energy from this Pok\u00e9mon.""}]",[],"Known as “The Being of Emotion.” It taught<br />humans the nobility of sorrow, pain, and joy.",Darkness,1,
A2-077,A2,77,Azelf,A2,Space-Time Smackdown,Uncommon,Psychic,Pokemon,a2-77-azelf,70,Basic,,"[{""info"": ""{P} Psychic Arrow"", ""effect"": ""This attack does 20 damage to 1 of your opponent's Pok\u00e9mon.""}]",[],Known as “The Being of Willpower.” It sleeps at the<br />bottom of a lake to keep the world in balance.,Darkness,1,
A2-078,A2,78,Giratina,A2,Space-Time Smackdown,Rare,Psychic,Pokemon,a2-78-giratina,120,Basic,,"[{""info"": ""{PPC} Spooky Shot 70"", ""effect"": """"}]","[{""info"": ""Levitate"", ""effect"": ""If this Pok\u00e9mon has any Energy attached, it has no Retreat Cost.""}]","This Pokémon is said to live in a world on the<br />reverse side of ours, where common knowledge is<br />distorted and strange.",Darkness,3,
A2-079,A2,79,Cresselia,A2,Space-Time Smackdown,Rare,Psychic,Pokemon,a2-79-cresselia,110,Basic,,"[{""info"": ""{PP} Moonlight Gain 50"", ""effect"": ""Heal 20 damage from this Pok\u00e9mon.""}]",[],Shiny particles are released from its wings like a<br />veil. It is said to represent the crescent moon.,Darkness,2,
A2-080,A2,80,Rhyhorn,A2,Space-Time Smackdown,Common,Fighting,Pokemon,a2-80-rhyhorn,80,Basic,,"[{""info"": ""{FC} Horn Attack 40"", ""effect"": """"}]",[],"Strong, but not too bright, this Pokémon can<br />shatter even a skyscraper with its charging tackles.",Grass,3,
A2-081,A2,81,Rhydon,A2,Space-Time Smackdown,Uncommon,Fighting,Pokemon,a2-81-rhydon,110,Stage 1,Rhyhorn,"[{""info"": ""{FFC} Wrack Down 70"", ""effect"": """"}]",[],It begins walking on its hind legs after evolution.<br />It can punch holes through boulders with its horn.,Grass,3,
A2-082,A2,82,Rhyperior,A2,Space-Time Smackdown,Rare,Fighting,Pokemon,a2-82-rhyperior,160,Stage 2,Rhydon,"[{""info"": ""{FFFC} Mountain Swing 150"", ""effect"": ""Discard the top 3 cards of your deck.""}]",[],It can load up to three projectiles per arm into<br />the holes in its hands. What launches out of those<br />holes could be either rocks or Roggenrola.,Grass,4,
A2-083,A2,83,Gligar,A2,Space-Time Smackdown,Common,Fighting,Pokemon,a2-83-gligar,60,Basic,,"[{""info"": ""{F} Pierce 20"", ""effect"": """"}]",[],"It usually clings to cliffs. When it spots its prey,<br />it spreads its wings and glides down to attack.",Grass,1,
A2-084,A2,84,Gliscor,A2,Space-Time Smackdown,Uncommon,Fighting,Pokemon,a2-84-gliscor,100,Stage 1,Gligar,"[{""info"": ""{F} Acrobatics 20+"", ""effect"": ""Flip 2 coins. This attack does 20 more damage for each heads.""}]",[],"It observes prey while hanging inverted from<br />branches. When the chance presents itself,<br />it swoops!",Grass,2,
A2-085,A2,85,Hitmontop,A2,Space-Time Smackdown,Common,Fighting,Pokemon,a2-85-hitmontop,80,Basic,,"[{""info"": ""{FF} Spinning Attack 50"", ""effect"": """"}]",[],"It launches kicks while spinning. If it spins at high<br />speed, it may bore its way into the ground.",Psychic,1,
A2-086,A2,86,Nosepass,A2,Space-Time Smackdown,Common,Fighting,Pokemon,a2-86-nosepass,70,Basic,,"[{""info"": ""{CC} Ram 30"", ""effect"": """"}]",[],"It moves less than an inch a year, but when<br />it’s in a jam, it will spin and drill down into the<br />ground in a split second.",Grass,2,
A2-087,A2,87,Regirock,A2,Space-Time Smackdown,Uncommon,Fighting,Pokemon,a2-87-regirock,120,Basic,,"[{""info"": ""{FFFC} Boulder Crush 100"", ""effect"": """"}]","[{""info"": ""Exoskeleton"", ""effect"": ""This Pok\u00e9mon takes \u221220 damage from attacks.""}]","Every bit of Regirock’s body is made of stone.<br />As parts of its body erode, this Pokémon sticks<br />rocks to itself to repair what’s been lost.",Grass,3,
A2-088,A2,88,Cranidos,A2,Space-Time Smackdown,Uncommon,Fighting,Pokemon,a2-88-cranidos,90,Stage 1,Skull Fossil,"[{""info"": ""{F} Headbutt 50"", ""effect"": """"}]",[],"A primeval Pokémon, it possesses a hard and<br />sturdy skull, lacking any intelligence within.",Grass,2,
A2-089,A2,89,Rampardos,A2,Space-Time Smackdown,Rare,Fighting,Pokemon,a2-89-rampardos,150,Stage 2,Cranidos,"[{""info"": ""{F} Head Smash 130"", ""effect"": ""If your opponent's Pok\u00e9mon is Knocked Out by damage from this attack, this Pok\u00e9mon also does 50 damage to itself.""}]",[],"In ancient times, people would dig up fossils of<br />this Pokémon and use its skull, which is harder<br />than steel, to make helmets.",Grass,2,
A2-090,A2,90,Wormadam,A2,Space-Time Smackdown,Common,Fighting,Pokemon,a2-90-wormadam,120,Stage 1,Burmy,"[{""info"": ""{FCC} Land Crush 70"", ""effect"": """"}]",[],Its appearance changes depending on where it<br />evolved. The materials on hand become a part of<br />its body.,Grass,2,
A2-091,A2,91,Riolu,A2,Space-Time Smackdown,Common,Fighting,Pokemon,a2-91-riolu,60,Basic,,"[{""info"": ""{F} Jab 20"", ""effect"": """"}]",[],They communicate with one another using their<br />auras. They are able to run all through the night.,Psychic,1,
A2-092,A2,92,Lucario,A2,Space-Time Smackdown,Rare,Fighting,Pokemon,a2-92-lucario,100,Stage 1,Riolu,"[{""info"": ""{FF} Submarine Blow 40"", ""effect"": """"}]","[{""info"": ""Fighting Coach"", ""effect"": ""Attacks used by your {F} Pok\u00e9mon do +20 damage to your opponent's Active Pok\u00e9mon.""}]","It’s said that no foe can remain invisible to<br />Lucario, since it can detect auras—even those<br />of foes it could not otherwise see.",Psychic,2,
A2-093,A2,93,Hippopotas,A2,Space-Time Smackdown,Common,Fighting,Pokemon,a2-93-hippopotas,80,Basic,,"[{""info"": ""{FFC} Rolling Tackle 60"", ""effect"": """"}]",[],"It shuts its nostrils tight, then travels through sand<br />as if walking. They form colonies of around 10.",Grass,3,
A2-094,A2,94,Hippowdon,A2,Space-Time Smackdown,Uncommon,Fighting,Pokemon,a2-94-hippowdon,140,Stage 1,Hippopotas,"[{""info"": ""{FFFC} Earthen Press 120"", ""effect"": """"}]",[],It is surprisingly quick to anger. It holds its mouth<br />agape as a display of its strength.,Grass,4,
A2-095,A2,95,Gallade ex,A2,Space-Time Smackdown,Double Rare,Fighting,Pokemon,a2-95-gallade-ex,170,Stage 2,Kirlia,"[{""info"": ""{FF} Energized Blade 70+"", ""effect"": ""This attack does 20 more damage for each Energy attached to your opponent's Active Pok\u00e9mon.""}]",[],,Psychic,1,"When your Pokémon ex is Knocked Out, your opponent gets 2 points."
A2-096,A2,96,Murkrow,A2,Space-Time Smackdown,Common,Darkness,Pokemon,a2-96-murkrow,60,Basic,,"[{""info"": ""{D} Peck 20"", ""effect"": """"}]",[],"Feared and loathed by many, it is believed to<br />bring misfortune to all those who see it at night.",Lightning,1,
A2-097,A2,97,Honchkrow,A2,Space-Time Smackdown,Uncommon,Darkness,Pokemon,a2-97-honchkrow,100,Stage 1,Murkrow,"[{""info"": ""{DD} Skill Dive"", ""effect"": ""This attack does 50 damage to 1 of your opponent's Pok\u00e9mon.""}]",[],It is merciless by nature. It is said that it never<br />forgives the mistakes of its Murkrow followers.,Lightning,2,
A2-098,A2,98,Sneasel,A2,Space-Time Smackdown,Common,Darkness,Pokemon,a2-98-sneasel,60,Basic,,"[{""info"": ""{D} Double Scratch 20x"", ""effect"": ""Flip 2 coins. This attack does 20 damage for each heads.""}]",[],"This cunning Pokémon hides under the cover of<br />darkness, waiting to attack its prey.",Grass,1,
A2-099,A2,99,Weavile ex,A2,Space-Time Smackdown,Double Rare,Darkness,Pokemon,a2-99-weavile-ex,140,Stage 1,Sneasel,"[{""info"": ""{D} Scratching Nails 30+"", ""effect"": ""If your opponent's Active Pok\u00e9mon has damage on it, this attack does 40 more damage.""}]",[],,Grass,1,"When your Pokémon ex is Knocked Out, your opponent gets 2 points."
A2-100,A2,100,Poochyena,A2,Space-Time Smackdown,Common,Darkness,Pokemon,a2-100-poochyena,60,Basic,,"[{""info"": ""{D} Bite 20"", ""effect"": """"}]",[],"A Pokémon with a persistent nature, it chases its<br />chosen prey until the prey becomes exhausted.",Grass,1,
A2-101,A2,101,Mightyena,A2,Space-Time Smackdown,Uncommon,Darkness,Pokemon,a2-101-mightyena,90,Stage 1,Poochyena,"[{""info"": ""{DC} Darkness Fang 60"", ""effect"": """"}]",[],It will always obey the commands of a skilled<br />Trainer. Its behavior arises from its living in packs<br />in ancient times.,Grass,1,
A2-102,A2,102,Stunky,A2,Space-Time Smackdown,Common,Darkness,Pokemon,a2-102-stunky,70,Basic,,"[{""info"": ""{D} Scratch 10"", ""effect"": """"}]",[],"It sprays a foul fluid from its rear. Its stench<br />spreads over a mile radius, driving Pokémon<br />away.",Fighting,1,
A2-103,A2,103,Skuntank,A2,Space-Time Smackdown,Uncommon,Darkness,Pokemon,a2-103-skuntank,100,Stage 1,Stunky,"[{""info"": ""{DC} Poison Gas 50"", ""effect"": ""Your opponent's Active Pok\u00e9mon is now Poisoned.""}]",[],It attacks by spraying a horribly smelly fluid from<br />the tip of its tail. Attacks from above confound it.,Fighting,2,
A2-104,A2,104,Spiritomb,A2,Space-Time Smackdown,Uncommon,Darkness,Pokemon,a2-104-spiritomb,80,Basic,,"[{""info"": ""{C} Swirling Disaster"", ""effect"": ""This attack does 10 damage to each of your opponent's Pok\u00e9mon.""}]",[],Its constant mischief and misdeeds resulted<br />in it being bound to an Odd Keystone by a<br />mysterious spell.,Grass,1,
A2-105,A2,105,Skorupi,A2,Space-Time Smackdown,Common,Darkness,Pokemon,a2-105-skorupi,70,Basic,,"[{""info"": ""{DC} Pierce 30"", ""effect"": """"}]",[],"After burrowing into the sand, it waits patiently<br />for prey to come near. This Pokémon and<br />Sizzlipede share common descent.",Fighting,2,
A2-106,A2,106,Drapion,A2,Space-Time Smackdown,Uncommon,Darkness,Pokemon,a2-106-drapion,120,Stage 1,Skorupi,"[{""info"": ""{DDD} Cross Poison 40x"", ""effect"": ""Flip 4 coins. This attack does 40 damage for each heads. If at least 2 of them are heads, your opponent's Active Pok\u00e9mon is now Poisoned.""}]",[],"Its poison is potent, but it rarely sees use. This<br />Pokémon prefers to use physical force instead,<br />going on rampages with its car-crushing strength.",Fighting,3,
A2-107,A2,107,Croagunk,A2,Space-Time Smackdown,Common,Darkness,Pokemon,a2-107-croagunk,60,Basic,,"[{""info"": ""{DD} Group Beatdown 20x"", ""effect"": ""Flip a coin for each Pok\u00e9mon you have in play. This attack does 20 damage for each heads.""}]",[],"Inflating its poison sacs, it fills the area with an<br />odd sound and hits flinching opponents with a<br />poison jab.",Fighting,1,
A2-108,A2,108,Toxicroak,A2,Space-Time Smackdown,Uncommon,Darkness,Pokemon,a2-108-toxicroak,90,Stage 1,Croagunk,"[{""info"": ""{DD} Group Beatdown 40x"", ""effect"": ""Flip a coin for each Pok\u00e9mon you have in play. This attack does 40 damage for each heads.""}]",[],"Swaying and dodging the attacks of its foes, it<br />weaves its flexible body in close, then lunges<br />out with its poisonous claws.",Fighting,2,
A2-109,A2,109,Darkrai,A2,Space-Time Smackdown,Rare,Darkness,Pokemon,a2-109-darkrai,110,Basic,,"[{""info"": ""{DDC} Dark Void 60"", ""effect"": ""Your opponent's Active Pok\u00e9mon is now Asleep.""}]",[],"It chases people and Pokémon from its territory by<br />causing them to experience deep,<br />nightmarish slumbers.",Grass,2,
A2-110,A2,110,Darkrai ex,A2,Space-Time Smackdown,Double Rare,Darkness,Pokemon,a2-110-darkrai-ex,140,Basic,,"[{""info"": ""{DDC} Dark Prism 80"", ""effect"": """"}]","[{""info"": ""Nightmare Aura"", ""effect"": ""Whenever you attach a {D} Energy from your Energy Zone to this Pok\u00e9mon, do 20 damage to your opponent's Active Pok\u00e9mon.""}]",,Grass,2,"When your Pokémon ex is Knocked Out, your opponent gets 2 points."
A2-111,A2,111,Skarmory,A2,Space-Time Smackdown,Uncommon,Metal,Pokemon,a2-111-skarmory,80,Basic,,"[{""info"": ""{M} Metal Arms 20+"", ""effect"": ""If this Pok\u00e9mon has a Pok\u00e9mon Tool attached, this attack does 30 more damage.""}]",[],"People fashion swords from Skarmory’s shed<br />feathers, so this Pokémon is a popular element<br />in heraldic designs.",Lightning,1,
A2-112,A2,112,Registeel,A2,Space-Time Smackdown,Uncommon,Metal,Pokemon,a2-112-registeel,110,Basic,,"[{""info"": ""{MMM} Metal Claw 90"", ""effect"": """"}]",[],Registeel’s body is made of a strange material<br />that is flexible enough to stretch and shrink but<br />also more durable than any metal.,Fire,2,
A2-113,A2,113,Shieldon,A2,Space-Time Smackdown,Uncommon,Metal,Pokemon,a2-113-shieldon,100,Stage 1,Armor Fossil,"[{""info"": ""{MC} Headbutt 50"", ""effect"": """"}]",[],"A mild-mannered, herbivorous Pokémon, it used<br />its face to dig up tree roots to eat. The skin on<br />its face was plenty tough.",Fire,2,
A2-114,A2,114,Bastiodon,A2,Space-Time Smackdown,Rare,Metal,Pokemon,a2-114-bastiodon,160,Stage 2,Shieldon,"[{""info"": ""{MMC} Headbang 80"", ""effect"": """"}]","[{""info"": ""Guarded Grill"", ""effect"": ""If any damage is done to this Pok\u00e9mon by attacks, flip a coin. If heads, this Pok\u00e9mon takes \u2212100 damage from that attack.""}]","The bones of its face are huge and hard, so<br />they were mistaken for its spine until after this<br />Pokémon was successfully restored.",Fire,4,
A2-115,A2,115,Wormadam,A2,Space-Time Smackdown,Common,Metal,Pokemon,a2-115-wormadam,110,Stage 1,Burmy,"[{""info"": ""{MM} Iron Head 50+"", ""effect"": ""Flip a coin until you get tails. This attack does 30 more damage for each heads.""}]",[],Its appearance changes depending on where it<br />evolved. The materials on hand become a part of<br />its body.,Fire,1,
A2-116,A2,116,Bronzor,A2,Space-Time Smackdown,Common,Metal,Pokemon,a2-116-bronzor,60,Basic,,"[{""info"": ""{MC} Tackle 30"", ""effect"": """"}]",[],Ancient people believed that the pattern on<br />Bronzor’s back contained a mysterious power.,Fire,1,
A2-117,A2,117,Bronzong,A2,Space-Time Smackdown,Uncommon,Metal,Pokemon,a2-117-bronzong,120,Stage 1,Bronzor,"[{""info"": ""{MMC} Guard Press 60"", ""effect"": ""During your opponent's next turn, this Pok\u00e9mon takes \u221220 damage from attacks.""}]",[],"In ages past, this Pokémon was revered as a<br />bringer of rain. It was found buried in the ground.",Fire,3,
A2-118,A2,118,Probopass,A2,Space-Time Smackdown,Uncommon,Metal,Pokemon,a2-118-probopass,130,Stage 1,Nosepass,"[{""info"": ""{MMMC} Triple Nose 30+"", ""effect"": ""Flip 3 coins. This attack does 50 more damage for each heads.""}]",[],"Although it can control its units known as<br />Mini-Noses, they sometimes get lost and don’t<br />come back.",Fire,4,
A2-119,A2,119,Dialga ex,A2,Space-Time Smackdown,Double Rare,Metal,Pokemon,a2-119-dialga-ex,150,Basic,,"[{""info"": ""{MM} Metallic Turbo 30"", ""effect"": ""Take 2 {M} Energy from your Energy Zone and attach it to 1 of your Benched Pok\u00e9mon.""}, {""info"": ""{MMCC} Heavy Impact 100"", ""effect"": """"}]",[],,Fire,2,"When your Pokémon ex is Knocked Out, your opponent gets 2 points."
A2-120,A2,120,Heatran,A2,Space-Time Smackdown,Rare,Metal,Pokemon,a2-120-heatran,120,Basic,,"[{""info"": ""{MMM} Steel Tackle 110"", ""effect"": ""This Pok\u00e9mon also does 20 damage to itself.""}]",[],It dwells in volcanic caves. It digs in with its<br />cross-shaped feet to crawl on ceilings and walls.,Fire,3,
A2-121,A2,121,Gible,A2,Space-Time Smackdown,Common,Dragon,Pokemon,a2-121-gible,60,Basic,,"[{""info"": ""{C} Gnaw 20"", ""effect"": """"}]",[],"It skulks in caves, and when prey or an enemy<br />passes by, it leaps out and chomps them.<br />The force of its attack sometimes chips its teeth.",none,1,
